 	Denovo A	Denovo B	Denovo C	Denovo D
SBS31	0.16003530029909918	0.2694081665661612	0.20029419459268216	0.15974468588661528
SBS32	0.22282940904832726	0.29952571430837427	0.31126517462922554	0.22793643208330483
SBS33	0.13873506108724065	0.14032306616614587	0.1700584706571706	0.11730068113883363
SBS34	0.10774022318054954	0.11719161988937732	0.15830818435170535	0.10066449168928748
SBS35	0.1896489538563103	0.28669000411572176	0.2609535649845637	0.20275686023641326
SBS36	0.2667005249629829	0.2747999237244515	0.31041787948697563	0.24463739690987585
SBS37	0.4190973123941808	0.4826051780600643	0.494884316360263	0.38996863132518556
SBS38	0.1162020360299112	0.09616134959006872	0.10038154096567464	0.07530582067496239
SBS39	0.4582938526123468	0.5409939197789757	0.5059057161050632	0.4668037543107655
SBS40a	0.4888683546439827	0.5608777584840963	0.5670101228087354	0.46808546414369845
SBS40b	0.6890435470172247	0.7304687862814695	0.7174498805270928	0.6522427434224682
SBS40c	0.4813440799663603	0.5940476100909587	0.5773371142244156	0.4558532949813642
SBS41	0.5769535343279898	0.6056800516262256	0.5856670956727014	0.5410250454499955
SBS42	0.21306893847690567	0.31417470155656013	0.30535311463317893	0.2061968619934793
SBS43	0.13262461787800406	0.16766948554222094	0.1618069457356458	0.10956861066527579
SBS44	0.21263210783831277	0.2905494958986595	0.3113558965950214	0.23189553842053512
SBS45	0.14230933596516637	0.11535711732281118	0.12388395435178456	0.09613207381420752
SBS46	0.2962535387813501	0.3530863506586004	0.3855005864730965	0.27854746480310966
SBS47	0.24429050061717394	0.2646848878928646	0.26566597908652134	0.2200430516478893
SBS48	0.06811291547983012	0.04345393841040979	0.04462612222873652	0.05038543552789365
SBS49	0.03995042511117264	0.036531585286370905	0.03581913485836441	0.023113274896994884
SBS50	0.22463106997237892	0.2624043807969273	0.25314455736068053	0.2109093698413813
SBS51	0.18530762882852303	0.23145660216704766	0.24864615499227583	0.17301909055727316
SBS52	0.19233074428625596	0.18625898896382365	0.19290479829881202	0.16974302120341478
SBS53	0.11842961098299865	0.12871118216858102	0.14264060646052834	0.08469641398910566
SBS54	0.10663922428106387	0.13885616346122076	0.12054478477354769	0.10066787599960114
SBS55	0.1808255500920175	0.18942162958110398	0.17677834542004867	0.15015826717486924
SBS56	0.24818579419262465	0.2495122729160173	0.2572798940898493	0.2527067580520187
SBS57	0.4236634158734396	0.47914337105130156	0.4255913060067036	0.4304627574254266
SBS58	0.3422317099333432	0.37240196940033043	0.36368792010229045	0.31157608123417413
SBS59	0.050435496343331776	0.09778427691509017	0.22606282684582069	0.052872457193204214
SBS60	0.0853588772990338	0.0784259164229898	0.05715926164327101	0.059407507365209944
SBS84	0.1816644192742658	0.27579078762201825	0.25044478791993496	0.1947161499157528
SBS85	0.3214758451512989	0.3622185576203919	0.3963139155469867	0.3121393051818573
SBS86	0.34245819878965267	0.36781105759945554	0.34872717259335706	0.3475282186859432
SBS87	0.2335292190469137	0.2417755299612322	0.23108039086675147	0.221864632539981
SBS88	0.3577450359915144	0.36144624088407706	0.4062319048928841	0.3419597440847345
SBS89	0.39734314676005644	0.5090055588195561	0.4885436988652533	0.396188695174015
SBS90	0.11667864127831273	0.1431895506606139	0.13619761144527875	0.09753867502735414
SBS91	0.17535581648592113	0.16085542395532426	0.1685969732338295	0.15151174549112556
SBS92	0.37449475602178706	0.4533085936646485	0.46997055150559497	0.3341839596900127
SBS93	0.6208349883509394	0.6685478145370138	0.6434802765907264	0.5709969516224768
SBS94	0.33288285089770997	0.3830395305654102	0.3929459454152029	0.287316234087708
SBS95	0.24859046731904133	0.3023586565943762	0.36370620245178387	0.22562221465643018
SBS96	0.31845060178659734	0.3963705352340654	0.4324569897016771	0.3006292644252182
SBS97	0.13315561158212375	0.16406108417227505	0.1467991771253777	0.08588660171542406
SBS98	0.23717049915390187	0.29928026255167506	0.29320707661824696	0.25013297906763365
SBS99	0.30775309625062586	0.3949452137274123	0.35875794055714416	0.2968107186121616
